name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,prediction
Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498.0,108.6,250Nm@ 1500-3000rpm,5.0,4368368.228693627
Hyundai Getz GLE,2006,90000,100000,Petrol,Individual,Manual,Third Owner,15.3,1341.0,83.0,115Nm@ 3200rpm,5.0,92574.1593606025
Honda City 1.5 E MT,2011,450000,50000,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,655406.1462184414
Mahindra XUV500 W10 2WD,2016,1350000,70000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,1101258.5100396946
Mahindra Scorpio S2 7 Seater,2014,680000,120000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,200Nm@ 1400-2200rpm,7.0,467179.1046347469
Maruti Swift Dzire VXi AT,2018,675000,23300,Petrol,Dealer,Automatic,First Owner,18.5,1197.0,83.14,115Nm@ 4000rpm,5.0,1004212.4441041574
Mahindra Bolero 2011-2019 ZLX,2017,800000,35000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0,506776.87206652015
Renault Duster 85PS Diesel RxL,2014,480000,80000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,200Nm@ 1900rpm,5.0,521888.3420542851
Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Dealer,Manual,First Owner,17.8,1198.0,86.7,109Nm@ 4500rpm,5.0,762954.2154245898
Chevrolet Beat Diesel LS,2012,140000,75000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,150Nm@ 1750rpm,5.0,228063.78303753585
Maruti Swift VDI BSIV,2015,600000,31000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0,453853.33216353506
Maruti Omni 5 Seater BSIV,2011,130000,70000,Petrol,Individual,Manual,Second Owner,14.0,796.0,35.0,6.1kgm@ 3000rpm,5.0,-201846.90027873963
Hyundai Santro Era,2019,399000,4000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,99Nm@ 4500rpm,5.0,496147.5893391445
Maruti 800 AC,2002,45000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4.0,-456823.35010771453
Tata Manza Aura (ABS) Safire,2010,169000,100000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,116Nm@ 4750rpm,5.0,270363.76240231097
Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5.0,224946.28944741935
Maruti Alto 800 LXI,2015,270000,22000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,173592.03110566735
Toyota Corolla Altis 1.8 VL AT,2012,550000,57728,Petrol,Trustmark Dealer,Automatic,First Owner,14.53,1794.0,138.1,173Nm@ 4000rpm,5.0,1149760.4235550612
Honda Jazz 1.5 V i DTEC,2016,650000,30000,Diesel,Individual,Manual,Second Owner,27.3,1498.0,98.6,200Nm@ 1750rpm,5.0,729557.4934621304
Hyundai i10 Magna,2012,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5.0,354650.60634580255
Maruti Swift VDI,2013,320000,100000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,190Nm@ 2000rpm,5.0,343239.9452530965
Hyundai i10 Magna 1.1L,2013,310000,70000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0,262726.90530321747
Maruti Alto LX,2004,90000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,-225720.2301653549
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7.0,580091.0580237135
Maruti Baleno Delta 1.3,2016,700000,78000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0,529139.6750160232
Tata Zest Revotron 1.2 XT,2017,400000,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140Nm@ 1500-4000rpm,5.0,583303.2238986567
Maruti Wagon R LXI BSIII,2010,180000,77000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,143174.2924451679
Tata Indigo CS LS (TDI) BS III,2009,160000,70000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,135Nm@ 2500rpm,5.0,228799.4869676754
Renault KWID 1.0 RXT Optional,2018,500000,31000,Petrol,Dealer,Manual,First Owner,23.01,999.0,67.0,91Nm@ 4250rpm,5.0,560503.122577481
Fiat Punto 1.2 Active,2009,140000,110000,Petrol,Individual,Manual,Second Owner,15.7,1172.0,67.0,96Nm@ 2500rpm,5.0,24056.550567634404
Toyota Innova 2.5 E Diesel MS 7-seater,2010,451999,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,555420.0690337345
Hyundai Verna 1.6 CRDi EX MT,2013,445000,87185,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,259.9Nm@ 1900-2750rpm,5.0,813787.083634451
Toyota Innova Crysta 2.4 GX MT BSIV,2016,1385000,60000,Diesel,Dealer,Manual,Second Owner,13.68,2393.0,147.8,343Nm@ 1400-2800rpm,7.0,1227845.8107655495
Maruti Wagon R VXI BS IV,2016,340000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,365500.81040937454
Maruti Swift Dzire VDI,2013,525000,116000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0,326954.23375538737
Mahindra Scorpio S10 7 Seater,2015,885000,170000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,280Nm@ 1800-2800rpm,7.0,831520.1568332464
Maruti Wagon R Stingray VXI Optional,2017,475000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,397185.1624529362
Fiat Avventura Power Up 1.3 Emotion,2015,425000,96500,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,209Nm@ 2000rpm,5.0,596621.0685916394
Maruti 800 Std MPFi,2003,45000,35000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4.0,-392223.1758078933
Ashok Leyland Stile LE,2013,300000,200000,Diesel,Individual,Manual,Second Owner,20.07,1461.0,75.0,185Nm@ 1750-2750rpm,8.0,278706.5647522509
Maruti Swift Dzire VXI 1.2,2018,650000,15000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5.0,590448.1518282816
Hyundai i20 1.2 Magna,2011,220000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,"11.4 kgm at 4,000 rpm",5.0,302505.7588638067
Maruti Wagon R VXI BS IV with ABS,2010,215000,120600,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,57129.903291486204
Renault Duster 110PS Diesel RxZ,2013,525000,56429,Diesel,Dealer,Manual,Second Owner,19.01,1461.0,108.45,248Nm@ 2250rpm,5.0,760518.5078511089
Ford Freestyle Titanium Petrol BSIV,2018,700000,19100,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,120Nm@ 4250rpm,5.0,685291.0376999602
Nissan Terrano XL Plus 85 PS,2013,509999,170000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,200Nm@ 1900rpm,5.0,434660.3389712274
Tata Nano Cx,2011,45000,10000,Petrol,Individual,Manual,Third Owner,26.0,624.0,35.0,48Nm@ 3000rpm,4.0,-93985.9995617792
BMW X5 3.0d,2008,830000,60000,Diesel,Individual,Automatic,Third Owner,11.0,2993.0,235.0,"53@ 2,000-2,750(kgm@ rpm)",5.0,1965666.4003717378
Volvo XC40 D4 R-Design,2018,3400000,22000,Diesel,Dealer,Automatic,First Owner,18.0,1969.0,190.0,400Nm,5.0,2046935.5068990588
Hyundai Grand i10 SportZ Edition,2015,360000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,113.75Nm@ 4000rpm,5.0,413309.47805941105
Hyundai Verna 1.6 SX CRDi (O),2013,500000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,834052.4627793506
Tata Zest Quadrajet 1.3 75PS XE,2015,350000,60000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,190Nm@ 1750-3000rpm,5.0,481251.88238792866
Maruti Swift Dzire VDi,2012,495000,80000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0,291403.4038760811
Hyundai i20 Sportz 1.4 CRDi,2012,335000,135000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,219.6Nm@ 1750-2750rpm,5.0,471599.3128601536
Hyundai i20 Active 1.2 S,2016,600000,25000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,114.73Nm@ 4000rpm,5.0,496697.287888512
Toyota Corolla Altis Diesel D4DJ,2012,476999,90000,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364.0,87.2,205Nm@ 1800-2800rpm,5.0,432872.0331902355
Mahindra TUV 300 T8,2016,700000,30000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0,746223.1311167702
Maruti Celerio VXI,2014,320000,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5.0,311892.689169012
Hyundai Santro Era,2019,420000,20000,Petrol,Individual,Manual,Second Owner,20.3,1086.0,68.0,99Nm@ 4500rpm,5.0,427136.5865042433
Hyundai Verna 1.6 CRDI,2011,360000,157000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,259.9Nm@ 1900-2750rpm,5.0,707331.9351326302
Ford Endeavour 3.0L 4X4 AT,2011,975000,93468,Diesel,Individual,Automatic,Second Owner,11.4,2953.0,153.86,380Nm@ 2500rpm,7.0,1329704.8347961605
Mahindra Scorpio M2DI,2011,400000,140000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0,609311.0825050473
Mahindra Ssangyong Rexton RX7,2013,850000,200000,Diesel,Individual,Automatic,First Owner,11.18,2696.0,184.0,402Nm@ 1600-3000rpm,7.0,1626655.666470036
Volvo XC60 Inscription D5 BSIV,2018,5500000,50000,Diesel,Individual,Automatic,First Owner,11.2,1969.0,235.0,480Nm,5.0,2265310.2542769983
Tata Indica Vista Quadrajet VX,2012,285000,178000,Diesel,Individual,Manual,Second Owner,22.3,1248.0,74.0,190Nm@ 1750-3000rpm,5.0,250239.94886246324
Hyundai i10 Magna 1.2 iTech SE,2010,180000,120000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5.0,241909.76800134778
Chevrolet Cruze LTZ AT,2015,450000,155000,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,360Nm@ 2000rpm,5.0,1514275.4842941016
Hyundai Verna CRDi SX,2007,185000,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493.0,110.0,"24@ 1,900-2,750(kgm@ rpm)",5.0,452141.95049951226
Maruti Swift VXI with ABS,2009,270000,80000,Petrol,Individual,Manual,First Owner,16.6,1197.0,85.0,"113Nm@ 4,500rpm",5.0,264439.897202678
Hyundai Elite i20 Magna Plus BSIV,2019,650000,3500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,117nm@ 4000rpm,5.0,613692.5647444054
Jaguar XF 3.0 Litre S Premium Luxury,2014,2000000,51000,Diesel,Individual,Automatic,First Owner,14.74,2993.0,270.9,600Nm@ 2000rpm,5.0,2543885.8310983554
Hyundai Grand i10 CRDi Sportz,2015,425000,91500,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,160Nm@ 1500-2750rpm,5.0,365323.0057465732
Maruti Alto 800 VXI,2018,285000,22000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5.0,280701.8112798631
Maruti Wagon R VXI BS IV,2015,400000,22500,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,344616.6127346009
Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,117nm@ 4000rpm,5.0,644451.1892706379
Maruti Swift VDI,2013,409999,100000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,190Nm@ 2000rpm,5.0,343239.9452530965
Hyundai Santro AT,2005,120000,190000,Petrol,Individual,Automatic,Second Owner,19.33,1248.0,83.1,,5.0,327784.96143924445
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,63000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5.0,708691.5921450555
Renault KWID RXT,2016,310000,27500,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5.0,268841.8584077805
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5.0,1707688.5357590318
Mahindra Scorpio 1.99 S10,2017,1300000,50000,Diesel,Individual,Manual,Second Owner,15.4,1997.0,120.0,280Nm@ 1800-2800rpm,7.0,896613.5209887698
Hyundai i20 2015-2017 Sportz 1.2,2016,500000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,495854.5003596321
Mahindra Scorpio S10 4WD,2015,950000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,280Nm@ 1800-2800rpm,7.0,827927.2318893075
Volkswagen Jetta 1.6 Trendline,2010,225000,80000,Petrol,Individual,Manual,Second Owner,14.0,1595.0,102.0,"15@ 3,800(kgm@ rpm)",5.0,396604.15708716214
Maruti Ertiga VDI,2012,520000,73000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7.0,492180.04823128134
Maruti Alto 800 LXI,2014,204999,15000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,87091.16482618451
Nissan Sunny XE,2011,350000,25000,Petrol,Individual,Manual,Second Owner,16.95,1498.0,97.7,134Nm@ 4000rpm,5.0,436225.5840559378
Maruti Wagon R VXI BS IV,2011,376000,60000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,185350.22301840782
Ford Endeavour 2.2 Titanium AT 4X2,2016,2100000,85000,Diesel,Individual,Automatic,Second Owner,12.62,2198.0,158.0,385Nm@ 1600-2500rpm,7.0,1481849.813992232
Chevrolet Enjoy 1.3 TCDi LS 7,2016,420000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,172.5Nm@ 1750rpm,7.0,391478.54890829325
Mahindra Xylo D4,2014,310000,160000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,218Nm@ 1400-2600rpm,7.0,598685.4244236723
Maruti Alto LXi BSIII,2010,165000,20000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,-10928.050775311887
Chevrolet Beat Diesel LT,2012,150000,110000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,150Nm@ 1750rpm,5.0,206463.47429995984
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,800000,90000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0,627895.8599409536
Hyundai Verna 1.6 SX,2014,545000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,850078.3184854463
Maruti Alto 800 LXI,2014,250000,40000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,71662.37287077308
Hyundai i20 Magna,2010,210000,50000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,"11.4 kgm at 4,000 rpm",5.0,224027.86440114677
Ford Endeavour 2.5L 4X2,2011,850000,298000,Diesel,Individual,Manual,Second Owner,13.1,2499.0,141.0,330Nm@ 1800rpm,7.0,756986.41623763
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5.0,2289748.209785998
Maruti Vitara Brezza LDi,2017,650000,16200,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0,705126.005836904
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2015,650000,57000,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,200Nm@ 1750rpm,5.0,723552.6635288596
Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0,668837.487157762
Maruti Swift VXI Optional,2015,450000,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0,481155.19477167726
Toyota Innova 2.5 G4 Diesel 8-seater,2011,650000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,527967.8450938612
Toyota Innova Crysta 2.7 ZX AT BSIV,2016,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,245Nm@ 4000rpm,7.0,1575865.2894677222
Hyundai i20 1.2 Asta Dual Tone,2018,730000,2388,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,582435.5133678392
Hyundai Creta 1.6 CRDi SX Plus,2017,1200000,25000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0,1020874.2218867689
Volkswagen Vento Diesel Highline,2011,300000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,250Nm@ 1500-2500rpm,5.0,536764.8003152013
Maruti Wagon R VXI BS IV,2017,440000,35000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,400270.92084401846
Tata Indica V2 DLS TC,2004,100000,40000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,62.0,"12.5@ 2,500(kgm@ rpm)",5.0,-44105.18419133127
Renault KWID RXT Optional,2018,340000,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5.0,343010.71686369926
Maruti Ritz VDi,2011,270000,89000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,113Nm@ 4500rpm,5.0,265237.1884011924
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,650000,40000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,172.5Nm@ 1750rpm,7.0,466363.5184270218
Tata Indica V2 eLS,2017,290000,40000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,140Nm@ 1800-3000rpm,5.0,537143.5674877539
Ford Endeavour 3.2 Titanium AT 4X4,2018,3200000,35000,Diesel,Individual,Automatic,First Owner,10.91,3198.0,197.0,470Nm@ 1750-2500rpm,7.0,2033868.198852174
Hyundai Grand i10 Asta,2016,550000,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0,480652.8749538958
Toyota Fortuner 3.0 Diesel,2010,800000,151000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,343Nm@ 1400-3400rpm,7.0,1100175.8520529568
Mercedes-Benz S-Class S 350 CDI,2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987.0,254.79,620Nm@ 1600-2400rpm,5.0,2611421.8126332015
Maruti Ritz VXi (ABS) BS IV,2011,190000,47000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,114Nm@ 4000rpm,5.0,366768.1673033908
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5.0,2081331.9917824715
Maruti Celerio ZXI AMT BSIV,2018,470000,30000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5.0,763989.0789244771
Maruti Wagon R VXI BSIII,2012,240000,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,232463.36701738834
Honda City i DTEC V,2015,611000,80000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0,659018.7507441863
Renault KWID RXE,2017,285000,5000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5.0,314412.1232112199
Hyundai Santro Xing XL eRLX Euro II,2006,150000,100000,Petrol,Individual,Manual,Second Owner,19.33,1248.0,83.1,,5.0,101997.01650541276
Volkswagen Polo 1.2 MPI Comfortline,2016,375000,120000,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,110Nm@ 3000-4300rpm,5.0,305135.78436765075
Maruti Swift VXI Optional,2017,573000,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0,544523.8988588005
Maruti 800 Std,2010,120000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4.0,-203348.53375921398
Hyundai Grand i10 Magna,2015,400000,39414,Petrol,Dealer,Manual,First Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5.0,577609.7417762205
Maruti SX4 VDI,2014,425000,50000,Diesel,Individual,Manual,Second Owner,21.79,1248.0,88.73,200Nm@ 1750rpm,5.0,516622.11054926366
Maruti Alto K10 VXI,2019,350000,15000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5.0,497229.76346953213
Maruti Ertiga VDI,2013,625000,90000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7.0,454236.2457617298
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,213Nm@ 4500rpm,5.0,1518537.0564880818
Maruti Swift Dzire AMT ZDI,2016,650000,50000,Diesel,Individual,Automatic,Second Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0,795378.1821850538
Honda Mobilio S i DTEC,2015,670000,120000,Diesel,Individual,Manual,First Owner,24.2,1498.0,98.6,200Nm@ 1750rpm,7.0,682396.7579263374
Maruti Alto K10 LXI,2013,250000,27000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90Nm@ 3500rpm,5.0,281510.7399192825
Maruti 800 AC,2005,45000,55425,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4.0,-352775.3082670197
Honda City 2017-2020 GXi,2007,160000,120000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,"12.7@ 2,700(kgm@ rpm)",5.0,94828.49811286479
Renault KWID RXL,2019,380000,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5.0,371609.3105161786
Chevrolet Spark 1.0 LT,2010,130000,50000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0,110058.3646652475
Hyundai Grand i10 Magna,2016,420000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0,446202.36609912664
Tata Hexa XT,2017,1400000,70000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,400Nm@ 1750-2500rpm,7.0,1262430.149411343
Hyundai Santro GLS I - Euro I,1999,60000,140000,Petrol,Individual,Manual,Third Owner,19.33,1248.0,83.1,,5.0,-134992.53537289053
Skoda Rapid 1.5 TDI AT Style Plus,2017,860000,31000,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,250Nm@ 1500-2500rpm,5.0,1251528.340750508
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,1000000,70000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,200Nm@ 1750rpm,5.0,708528.7094468996
Maruti Alto 800 LX,2014,196000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,59319.33930643648
Hyundai Creta 1.4 E Plus,2019,950000,15000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,219.7Nm@ 1500-2750rpm,5.0,768160.312516354
Tata New Safari DICOR 2.2 VX 4x4,2009,380000,150000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,800097.7346088812
Maruti Alto K10 2010-2014 VXI,2011,210000,35000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,90Nm@ 3500rpm,5.0,154068.24642299116
Honda City S,2011,450000,110000,Petrol,Individual,Manual,Third Owner,16.8,1497.0,116.4,146Nm@ 4800rpm,5.0,553685.3311776593
Skoda Kodiaq 2.0 TDI Style,2018,2800000,40000,Diesel,Individual,Automatic,First Owner,16.25,1968.0,148.0,340nm@ 1750-3000rpm,7.0,1551454.9812330753
Maruti Alto LXi,2009,130000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,-132606.5627131462
Tata Zest Quadrajet 1.3 XT,2017,484999,35000,Diesel,Individual,Manual,First Owner,20.65,1248.0,88.7,190Nm@ 1750-3000rpm,5.0,672797.4614447951
Maruti Swift Dzire LXi,2009,190000,90000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,114Nm@ 4000rpm,5.0,228384.54545917362
Maruti Ertiga SHVS ZDI Plus,2017,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0,685619.5848731697
Mahindra XUV500 W10 2WD,2016,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,1129030.3355594426
Hyundai i10 Magna,2013,295000,82246,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5.0,471236.3222235292
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,310000,200000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,288489.5985751599
Mahindra Scorpio S10 7 Seater,2015,1050000,90000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,280Nm@ 1800-2800rpm,7.0,880892.2910905778
Toyota Fortuner 2.8 4WD AT BSIV,2017,2950000,50000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,450Nm@ 1600-2400rpm,7.0,1791980.5284496099
Hyundai EON 1.0 Era Plus,2018,340000,120000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,94.14Nm@ 3500rpm,5.0,386924.31234961003
Maruti Swift Dzire ZDI,2014,600000,90000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0,433821.1054160148
Honda Accord VTi-L MT,2006,200000,60000,Petrol,Individual,Manual,Third Owner,11.9,2354.0,144.0,"20@ 4,700(kgm@ rpm)",5.0,696375.3383515999
Hyundai Xcent 1.2 VTVT S,2018,480000,40000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,113.75nm@ 4000rpm,5.0,568955.3167658374
Hyundai Santro LE,2001,33983,80000,Petrol,Individual,Manual,Second Owner,19.33,1248.0,83.1,,5.0,-44081.71014807373
